fan_id,household_id,fan_segment,city,state,acquisition_channel,total_orders,total_tickets,total_revenue,group_orders,group_tickets,group_revenue,avg_tickets_per_order,group_sales_score,upgrade_potential_score,days_since_last_game,email_opt_in,sms_opt_in,recommended_crm_action,group_sales_priority,recommended_contact_channel
FAN0091026,HH0091026,group_buyer,Huntsville,AL,website,2,51,661.11,2,51,661.11,25.50,80,73,31,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0088468,HH0088468,group_buyer,Athens,AL,community_event,2,49,657.08,2,49,657.08,24.50,80,72,75,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0016876,HH0016876,group_buyer,Birmingham,AL,group_sales_rep,2,48,651.01,2,48,651.01,24.00,80,81,751,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0050859,HH0050859,group_buyer,Harvest,AL,website,2,48,647.30,2,48,647.30,24.00,80,71,92,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0011402,HH0011402,group_buyer,Huntsville,AL,website,3,48,643.87,3,48,643.87,16.00,80,81,0,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0062782,HH0062782,group_buyer,Madison,AL,group_sales_rep,2,48,643.12,2,48,643.12,24.00,80,81,32,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0093174,HH0093174,group_buyer,Birmingham,AL,community_event,2,48,642.45,2,48,642.45,24.00,80,81,17,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0086011,HH0086011,group_buyer,Harvest,AL,website,2,48,642.34,2,48,642.34,24.00,80,81,87,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0033414,HH0033414,group_buyer,Huntsville,AL,community_event,2,49,642.23,2,49,642.23,24.50,80,82,418,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0068746,HH0068746,group_buyer,Harvest,AL,website,3,48,638.42,3,48,638.42,16.00,80,81,18,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0004480,HH0004480,group_buyer,Madison,AL,community_event,2,49,632.77,2,49,632.77,24.50,80,81,494,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0031070,HH0031070,group_buyer,Florence,AL,group_sales_rep,2,48,632.19,2,48,632.19,24.00,80,81,404,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0021443,HH0021443,group_buyer,Madison,AL,website,2,48,620.12,2,48,620.12,24.00,80,81,158,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0005752,HH0005752,group_buyer,Madison,AL,website,2,48,616.94,2,48,616.94,24.00,80,70,738,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0024412,HH0024412,group_buyer,Madison,AL,website,2,48,615.44,2,48,615.44,24.00,80,70,415,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0016078,HH0016078,corporate_group,Chattanooga,TN,sponsorship_relationship,2,97,2125.94,2,97,2125.94,48.50,79,85,495,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0024988,HH0024988,corporate_group,Harvest,AL,sponsorship_relationship,2,93,1947.35,2,93,1947.35,46.50,79,85,765,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0020479,HH0020479,corporate_group,Huntsville,AL,ticket_rep,3,96,1902.83,3,96,1902.83,32.00,79,75,431,0,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,SMS
FAN0090141,HH0090141,corporate_group,Madison,AL,ticket_rep,2,95,1899.17,2,95,1899.17,47.50,79,75,29,0,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,SMS
FAN0025154,HH0025154,corporate_group,Huntsville,AL,ticket_rep,3,97,1894.55,3,97,1894.55,32.33,79,85,490,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0022207,HH0022207,corporate_group,Huntsville,AL,group_sales_rep,3,95,1863.08,3,95,1863.08,31.67,79,85,519,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0034771,HH0034771,corporate_group,Huntsville,AL,ticket_rep,3,96,1821.89,3,96,1821.89,32.00,79,75,47,0,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,SMS
FAN0066670,HH0066670,corporate_group,Madison,AL,sponsorship_relationship,3,97,1804.40,3,97,1804.40,32.33,79,85,18,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0054774,HH0054774,corporate_group,Madison,AL,ticket_rep,3,93,1789.94,3,93,1789.94,31.00,79,85,89,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0057200,HH0057200,corporate_group,Madison,AL,sponsorship_relationship,2,93,1787.79,2,93,1787.79,46.50,79,85,380,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0001234,HH0001234,group_buyer,Huntsville,AL,group_sales_rep,4,95,1329.68,4,95,1329.68,23.75,79,85,827,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0063378,HH0063378,group_buyer,Madison,AL,group_sales_rep,3,94,1295.73,3,94,1295.73,31.33,79,85,371,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0028619,HH0028619,group_buyer,Decatur,AL,website,4,93,1254.59,4,93,1254.59,23.25,79,85,417,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0075799,HH0075799,corporate_group,Huntsville,AL,ticket_rep,1,47,1010.41,1,47,1010.41,47.00,79,49,144,0,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,SMS
FAN0044423,HH0044423,corporate_group,Harvest,AL,sponsorship_relationship,1,47,992.38,1,47,992.38,47.00,79,59,491,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0096620,HH0096620,corporate_group,Huntsville,AL,ticket_rep,2,47,991.69,2,47,991.69,23.50,79,84,19,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0017466,HH0017466,corporate_group,Huntsville,AL,ticket_rep,2,47,983.40,2,47,983.40,23.50,79,84,505,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0065631,HH0065631,corporate_group,Huntsville,AL,ticket_rep,1,47,979.03,1,47,979.03,47.00,79,59,382,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0052379,HH0052379,corporate_group,Huntsville,AL,ticket_rep,2,45,954.35,2,45,954.35,22.50,79,83,404,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0087483,HH0087483,corporate_group,Huntsville,AL,ticket_rep,1,47,952.89,1,47,952.89,47.00,79,59,86,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0027520,HH0027520,corporate_group,Florence,AL,sponsorship_relationship,1,43,923.04,1,43,923.04,43.00,79,57,766,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0099885,HH0099885,corporate_group,Huntsville,AL,sponsorship_relationship,1,46,922.18,1,46,922.18,46.00,79,58,5,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0096735,HH0096735,corporate_group,Huntsville,AL,group_sales_rep,1,46,917.62,1,46,917.62,46.00,79,48,28,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0016147,HH0016147,corporate_group,Madison,AL,group_sales_rep,2,46,900.77,2,46,900.77,23.00,79,83,754,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0032231,HH0032231,corporate_group,Huntsville,AL,group_sales_rep,2,46,898.98,2,46,898.98,23.00,79,83,5,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0092663,HH0092663,corporate_group,Huntsville,AL,ticket_rep,1,43,894.08,1,43,894.08,43.00,79,47,44,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0043279,HH0043279,corporate_group,Decatur,AL,ticket_rep,2,43,887.11,2,43,887.11,21.50,79,72,158,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0082748,HH0082748,corporate_group,Athens,AL,sponsorship_relationship,1,43,861.27,1,43,861.27,43.00,79,57,106,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0100007,HH0100007,corporate_group,Athens,AL,sponsorship_relationship,1,43,838.36,1,43,838.36,43.00,79,57,5,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0011163,HH0011163,group_buyer,Huntsville,AL,group_sales_rep,2,47,722.41,2,47,722.41,23.50,79,83,766,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0030943,HH0030943,group_buyer,Madison,AL,group_sales_rep,2,47,699.56,2,47,699.56,23.50,79,82,740,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0044336,HH0044336,group_buyer,Chattanooga,TN,community_event,2,45,695.44,2,45,695.44,22.50,79,71,436,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0029822,HH0029822,group_buyer,Madison,AL,group_sales_rep,2,46,689.37,2,46,689.37,23.00,79,81,158,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0021917,HH0021917,group_buyer,Madison,AL,website,2,47,688.97,2,47,688.97,23.50,79,82,451,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0019949,HH0019949,group_buyer,Madison,AL,website,2,46,688.19,2,46,688.19,23.00,79,81,46,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0077828,HH0077828,group_buyer,Birmingham,AL,community_event,2,47,686.37,2,47,686.37,23.50,79,72,93,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0016027,HH0016027,group_buyer,Madison,AL,community_event,2,47,685.43,2,47,685.43,23.50,79,82,751,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0047595,HH0047595,group_buyer,Huntsville,AL,website,2,47,679.18,2,47,679.18,23.50,79,82,414,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0011432,HH0011432,group_buyer,Nashville,TN,group_sales_rep,4,47,676.84,4,47,676.84,11.75,79,82,144,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0033541,HH0033541,group_buyer,Madison,AL,group_sales_rep,2,44,675.54,2,44,675.54,22.00,79,80,400,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0051277,HH0051277,group_buyer,Huntsville,AL,website,2,46,675.32,2,46,675.32,23.00,79,81,402,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0025601,HH0025601,group_buyer,Huntsville,AL,website,2,46,674.81,2,46,674.81,23.00,79,81,44,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0050627,HH0050627,group_buyer,Harvest,AL,group_sales_rep,2,47,671.95,2,47,671.95,23.50,79,81,86,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0064255,HH0064255,group_buyer,Meridianville,AL,community_event,2,46,671.08,2,46,671.08,23.00,79,81,126,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0084918,HH0084918,group_buyer,Madison,AL,community_event,2,46,669.55,2,46,669.55,23.00,79,81,84,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0023862,HH0023862,group_buyer,Madison,AL,community_event,2,47,669.47,2,47,669.47,23.50,79,81,494,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0031384,HH0031384,group_buyer,Madison,AL,website,2,46,668.79,2,46,668.79,23.00,79,81,749,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0046299,HH0046299,group_buyer,Athens,AL,group_sales_rep,2,46,668.02,2,46,668.02,23.00,79,81,92,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0017594,HH0017594,group_buyer,Madison,AL,community_event,3,45,667.88,3,45,667.88,15.00,79,80,2,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0098527,HH0098527,group_buyer,Nashville,TN,community_event,2,46,666.02,2,46,666.02,23.00,79,81,1,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0073806,HH0073806,group_buyer,Athens,AL,community_event,2,45,665.95,2,45,665.95,22.50,79,80,1,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0057138,HH0057138,group_buyer,Madison,AL,group_sales_rep,2,44,665.50,2,44,665.50,22.00,79,80,382,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0036818,HH0036818,group_buyer,Huntsville,AL,website,2,47,664.22,2,47,664.22,23.50,79,81,505,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0010438,HH0010438,group_buyer,Athens,AL,website,2,47,662.96,2,47,662.96,23.50,79,81,828,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0071728,HH0071728,group_buyer,Madison,AL,community_event,2,45,662.62,2,45,662.62,22.50,79,80,93,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0042130,HH0042130,group_buyer,Huntsville,AL,group_sales_rep,2,46,662.15,2,46,662.15,23.00,79,71,383,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0043078,HH0043078,group_buyer,Huntsville,AL,group_sales_rep,2,45,662.07,2,45,662.07,22.50,79,80,106,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0060857,HH0060857,group_buyer,Huntsville,AL,community_event,2,46,661.46,2,46,661.46,23.00,79,81,93,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0033324,HH0033324,group_buyer,Madison,AL,website,2,43,661.31,2,43,661.31,21.50,79,79,400,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0054276,HH0054276,group_buyer,Harvest,AL,group_sales_rep,2,46,660.73,2,46,660.73,23.00,79,81,108,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0026580,HH0026580,group_buyer,Madison,AL,community_event,2,43,658.76,2,43,658.76,21.50,79,69,505,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0007777,HH0007777,group_buyer,Madison,AL,group_sales_rep,4,44,658.62,4,44,658.62,11.00,79,80,16,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0082763,HH0082763,group_buyer,Madison,AL,group_sales_rep,2,45,657.33,2,45,657.33,22.50,79,80,44,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0063783,HH0063783,group_buyer,Madison,AL,community_event,2,47,657.31,2,47,657.31,23.50,79,71,374,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0046834,HH0046834,group_buyer,Decatur,AL,website,2,46,656.89,2,46,656.89,23.00,79,81,400,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0069465,HH0069465,group_buyer,Madison,AL,group_sales_rep,2,47,656.87,2,47,656.87,23.50,79,81,131,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0034532,HH0034532,group_buyer,Athens,AL,group_sales_rep,2,47,656.69,2,47,656.69,23.50,79,71,87,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0041216,HH0041216,group_buyer,Huntsville,AL,website,2,44,656.55,2,44,656.55,22.00,79,70,476,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0013862,HH0013862,group_buyer,Huntsville,AL,community_event,2,45,654.73,2,45,654.73,22.50,79,80,754,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0017859,HH0017859,group_buyer,Huntsville,AL,community_event,3,47,654.67,3,47,654.67,15.67,79,81,130,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0035580,HH0035580,group_buyer,Huntsville,AL,community_event,2,47,652.81,2,47,652.81,23.50,79,81,491,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0072963,HH0072963,group_buyer,Decatur,AL,community_event,2,45,652.47,2,45,652.47,22.50,79,80,89,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0084902,HH0084902,group_buyer,Meridianville,AL,group_sales_rep,2,43,652.33,2,43,652.33,21.50,79,69,1,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0030231,HH0030231,group_buyer,Huntsville,AL,group_sales_rep,3,46,651.19,3,46,651.19,15.33,79,80,31,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0038014,HH0038014,group_buyer,Madison,AL,community_event,3,47,650.89,3,47,650.89,15.67,79,81,142,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0037955,HH0037955,group_buyer,Huntsville,AL,group_sales_rep,2,46,650.66,2,46,650.66,23.00,79,80,383,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0038956,HH0038956,group_buyer,Harvest,AL,website,2,45,650.22,2,45,650.22,22.50,79,70,28,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0027440,HH0027440,group_buyer,Nashville,TN,group_sales_rep,2,45,649.43,2,45,649.43,22.50,79,80,415,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0031189,HH0031189,group_buyer,Huntsville,AL,group_sales_rep,2,45,647.74,2,45,647.74,22.50,79,80,163,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0002160,HH0002160,group_buyer,Madison,AL,website,2,43,647.24,2,43,647.24,21.50,79,79,493,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0038043,HH0038043,group_buyer,Huntsville,AL,group_sales_rep,2,46,647.09,2,46,647.09,23.00,79,80,109,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0039257,HH0039257,group_buyer,Madison,AL,community_event,2,45,646.10,2,45,646.10,22.50,79,80,156,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0042499,HH0042499,group_buyer,Huntsville,AL,group_sales_rep,2,43,643.38,2,43,643.38,21.50,79,79,490,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0039119,HH0039119,group_buyer,Madison,AL,website,2,47,643.08,2,47,643.08,23.50,79,71,429,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0050141,HH0050141,group_buyer,Athens,AL,group_sales_rep,2,43,642.28,2,43,642.28,21.50,79,79,142,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0028703,HH0028703,group_buyer,Huntsville,AL,website,2,45,642.19,2,45,642.19,22.50,79,80,508,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0053104,HH0053104,group_buyer,Madison,AL,website,2,44,641.53,2,44,641.53,22.00,79,79,130,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0068953,HH0068953,group_buyer,Madison,AL,community_event,2,47,641.32,2,47,641.32,23.50,79,81,45,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0004525,HH0004525,group_buyer,Madison,AL,community_event,2,47,639.93,2,47,639.93,23.50,79,81,865,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0084348,HH0084348,group_buyer,Huntsville,AL,group_sales_rep,2,45,639.67,2,45,639.67,22.50,79,80,84,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0068479,HH0068479,group_buyer,Decatur,AL,website,2,45,638.99,2,45,638.99,22.50,79,70,130,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0052734,HH0052734,group_buyer,Madison,AL,website,3,43,638.59,3,43,638.59,14.33,79,69,372,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0045424,HH0045424,group_buyer,Huntsville,AL,website,2,46,638.30,2,46,638.30,23.00,79,80,130,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0055608,HH0055608,group_buyer,Harvest,AL,community_event,2,43,638.09,2,43,638.09,21.50,79,79,373,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0012111,HH0012111,group_buyer,Madison,AL,website,2,47,637.82,2,47,637.82,23.50,79,81,374,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0078272,HH0078272,group_buyer,Huntsville,AL,community_event,3,44,637.65,3,44,637.65,14.67,79,79,15,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0065614,HH0065614,group_buyer,Huntsville,AL,website,2,43,637.46,2,43,637.46,21.50,79,68,371,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0087302,HH0087302,group_buyer,Huntsville,AL,website,2,44,636.64,2,44,636.64,22.00,79,69,45,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0004531,HH0004531,group_buyer,Madison,AL,website,3,46,635.41,3,46,635.41,15.33,79,80,845,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0044807,HH0044807,group_buyer,Harvest,AL,group_sales_rep,2,47,634.74,2,47,634.74,23.50,79,80,479,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0005786,HH0005786,group_buyer,Madison,AL,website,2,47,633.86,2,47,633.86,23.50,79,80,44,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0026306,HH0026306,group_buyer,Harvest,AL,group_sales_rep,2,43,633.64,2,43,633.64,21.50,79,68,520,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0002287,HH0002287,group_buyer,Harvest,AL,community_event,3,44,633.32,3,44,633.32,14.67,79,79,765,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0071673,HH0071673,group_buyer,Harvest,AL,website,2,45,632.76,2,45,632.76,22.50,79,79,87,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0078059,HH0078059,group_buyer,Nashville,TN,community_event,2,47,632.63,2,47,632.63,23.50,79,80,128,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0016708,HH0016708,group_buyer,Huntsville,AL,group_sales_rep,2,44,632.14,2,44,632.14,22.00,79,79,518,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
