follow_up_id,opportunity_id,fan_id,account_id,game_id,assigned_team,assigned_owner,suggested_action,priority_score,priority_band,due_date,status,outcome,synthetic_data_flag
FUP_00002839,OPP_00016472,FAN_014039,,TP_2023_049,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-18,open,,True
FUP_00002840,OPP_00010808,FAN_009255,,TP_2024_035,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-08-13,open,,True
FUP_00002841,OPP_00010809,FAN_009255,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-08-13,open,,True
FUP_00002842,OPP_00010025,FAN_008605,,TP_2025_015,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-21,open,,True
FUP_00002843,OPP_00010026,FAN_008605,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-06-21,open,,True
FUP_00002844,OPP_00006948,FAN_005939,,TP_2023_030,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-06-27,open,,True
FUP_00002845,OPP_00006950,FAN_005939,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2023-06-27,open,,True
FUP_00002846,OPP_00026272,FAN_022677,,TP_2024_050,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-07-30,open,,True
FUP_00002847,OPP_00029680,FAN_025683,,TP_2023_068,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-09-12,open,,True
FUP_00002848,OPP_00029681,FAN_025683,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2023-09-12,open,,True
FUP_00002849,OPP_00001404,FAN_001218,,TP_2025_061,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-21,open,,True
FUP_00002850,OPP_00001405,FAN_001218,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-21,open,,True
FUP_00002851,OPP_00032272,FAN_028029,,TP_2025_049,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-04,open,,True
FUP_00002852,OPP_00015819,FAN_013513,,TP_2025_019,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-05-19,open,,True
FUP_00002853,OPP_00019514,FAN_016667,,TP_2025_030,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-07-22,open,,True
FUP_00002854,OPP_00037916,FAN_033060,,TP_2023_008,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-29,open,,True
FUP_00002855,OPP_00037917,FAN_033060,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-29,open,,True
FUP_00002856,OPP_00030578,FAN_026480,,TP_2024_023,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-25,open,,True
FUP_00002857,OPP_00030579,FAN_026480,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-25,open,,True
FUP_00002858,OPP_00038116,FAN_033232,,TP_2024_010,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-08-11,open,,True
FUP_00002859,OPP_00039316,FAN_034323,,TP_2024_020,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-07-21,open,,True
FUP_00002860,OPP_00039317,FAN_034323,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-07-21,open,,True
FUP_00002861,OPP_00032729,FAN_028409,,TP_2025_020,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-05-15,open,,True
FUP_00002862,OPP_00006110,FAN_005247,,TP_2024_041,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-07-21,open,,True
FUP_00002863,OPP_00026966,FAN_023286,,TP_2023_062,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-09-12,open,,True
FUP_00002864,OPP_00026968,FAN_023286,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2023-09-12,open,,True
FUP_00002865,OPP_00050530,FAN_044325,,TP_2023_059,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-14,open,,True
FUP_00002866,OPP_00050532,FAN_044325,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-14,open,,True
FUP_00002867,OPP_00012855,FAN_011004,,TP_2025_011,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-04-26,open,,True
FUP_00002868,OPP_00012856,FAN_011004,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-04-26,open,,True
FUP_00002869,OPP_00035086,FAN_030557,,TP_2023_059,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-05-01,open,,True
FUP_00002870,OPP_00040821,FAN_035661,,TP_2025_034,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-07,open,,True
FUP_00002871,OPP_00040822,FAN_035661,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-07-07,open,,True
FUP_00002872,OPP_00046682,FAN_040794,,TP_2024_002,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-02,open,,True
FUP_00002873,OPP_00046684,FAN_040794,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-02,open,,True
FUP_00002874,OPP_00015712,FAN_013421,,TP_2025_046,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-05,open,,True
FUP_00002875,OPP_00040083,FAN_034989,,TP_2025_041,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-07-23,open,,True
FUP_00002876,OPP_00040084,FAN_034989,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-07-23,open,,True
FUP_00002877,OPP_00003342,FAN_002817,,TP_2023_035,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-21,open,,True
FUP_00002878,OPP_00003343,FAN_002817,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-08-21,open,,True
FUP_00002879,OPP_00045021,FAN_039342,,TP_2024_066,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-09,open,,True
FUP_00002880,OPP_00006099,FAN_005239,,TP_2023_059,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-10-29,open,,True
FUP_00002881,OPP_00029935,FAN_025912,,TP_2024_066,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-08,open,,True
FUP_00002882,OPP_00023238,FAN_020015,,TP_2024_051,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-10,open,,True
FUP_00002883,OPP_00023239,FAN_020015,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-10,open,,True
FUP_00002884,OPP_00007890,FAN_006801,,TP_2025_040,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-05,open,,True
FUP_00002885,OPP_00016635,FAN_014173,,TP_2025_051,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-31,open,,True
FUP_00002886,OPP_00027320,FAN_023584,,TP_2025_064,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-21,open,,True
FUP_00002887,OPP_00027322,FAN_023584,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-21,open,,True
FUP_00002888,OPP_00014188,FAN_012076,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-02,open,,True
FUP_00002889,OPP_00013709,FAN_011701,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-17,open,,True
FUP_00002890,OPP_00045616,FAN_039854,,TP_2025_062,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-03,open,,True
FUP_00002891,OPP_00045617,FAN_039854,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-03,open,,True
FUP_00002892,OPP_00013294,FAN_011352,,TP_2025_068,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-16,open,,True
FUP_00002893,OPP_00013295,FAN_011352,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-16,open,,True
FUP_00002894,OPP_00037888,FAN_033036,,TP_2024_008,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-04,open,,True
FUP_00002895,OPP_00009281,FAN_008003,,TP_2024_027,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-09,open,,True
FUP_00002896,OPP_00033733,FAN_029322,,TP_2025_012,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-04-27,open,,True
FUP_00002897,OPP_00043848,FAN_038309,,TP_2025_001,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-04-07,open,,True
FUP_00002898,OPP_00022695,FAN_019499,,TP_2024_024,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-10,open,,True
FUP_00002899,OPP_00022696,FAN_019499,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-10,open,,True
FUP_00002900,OPP_00050995,FAN_044731,,TP_2025_060,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-02,open,,True
FUP_00002901,OPP_00050996,FAN_044731,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-02,open,,True
FUP_00002902,OPP_00037585,FAN_032773,,TP_2024_057,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-03,open,,True
FUP_00002903,OPP_00037586,FAN_032773,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-03,open,,True
FUP_00002904,OPP_00044539,FAN_038916,,TP_2025_021,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-03,open,,True
FUP_00002905,OPP_00044540,FAN_038916,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-06-03,open,,True
FUP_00002906,OPP_00040855,FAN_035687,,TP_2025_026,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-01,open,,True
FUP_00002907,OPP_00040856,FAN_035687,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-06-01,open,,True
FUP_00002908,OPP_00039390,FAN_034395,,TP_2025_025,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-12,open,,True
FUP_00002909,OPP_00039391,FAN_034395,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-08-12,open,,True
FUP_00002910,OPP_00010269,FAN_008811,,TP_2024_035,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-07,open,,True
FUP_00002911,OPP_00050118,FAN_043963,,TP_2025_059,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-30,open,,True
FUP_00002912,OPP_00050119,FAN_043963,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-08-30,open,,True
FUP_00002913,OPP_00020823,FAN_017842,,TP_2025_041,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-07-17,open,,True
FUP_00002914,OPP_00020824,FAN_017842,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-07-17,open,,True
FUP_00002915,OPP_00019359,FAN_016542,,TP_2023_054,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-05-28,open,,True
FUP_00002916,OPP_00019361,FAN_016542,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-05-28,open,,True
FUP_00002917,OPP_00038868,FAN_033893,,TP_2023_043,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-15,open,,True
FUP_00002918,OPP_00006432,FAN_005510,,TP_2025_040,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-07,open,,True
FUP_00002919,OPP_00040118,FAN_035024,,TP_2023_053,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-09-12,open,,True
FUP_00002920,OPP_00032336,FAN_028084,,TP_2023_022,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-05-28,open,,True
FUP_00002921,OPP_00032337,FAN_028084,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2023-05-28,open,,True
FUP_00002922,OPP_00050775,FAN_044547,,TP_2023_041,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-20,open,,True
FUP_00002923,OPP_00050776,FAN_044547,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-08-20,open,,True
FUP_00002924,OPP_00042423,FAN_037068,,TP_2024_057,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-08-13,open,,True
FUP_00002925,OPP_00004048,FAN_003440,,TP_2025_063,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-03,open,,True
FUP_00002926,OPP_00004049,FAN_003440,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-03,open,,True
FUP_00002927,OPP_00038939,FAN_033971,,TP_2025_033,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-19,open,,True
FUP_00002928,OPP_00018934,FAN_016180,,TP_2025_039,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-10,open,,True
FUP_00002929,OPP_00047855,FAN_041871,,TP_2025_035,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-07-06,open,,True
FUP_00002930,OPP_00044900,FAN_039227,,TP_2023_062,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-03-04,open,,True
FUP_00002931,OPP_00044901,FAN_039227,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-03-04,open,,True
FUP_00002932,OPP_00042218,FAN_036898,,TP_2025_042,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-06,open,,True
